DATA, AA, ACAP, AEXP, B, DOCU, ETAT, KLOC, PCAP, PCON, PMAT, PR, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, CPLX, FLEX, LTEX, PLEX, EFFORT-, MONTHS-, DEFECTS-, RISKS-
2.139,5.799,3.179,4.084,9.383,4.618,3.807,60.592,4.014,4.097,2.905,4.872,3.374,2.739,1.151,4.438,3.027,3.0,3.571,3.924,3.389,3.54,2.0,3.762,3.602,2.881,1.021,157.121,16.491,601.508,1.609
4.964,1.924,3.962,2.425,4.761,2.005,2.829,80.647,3.778,3.18,2.432,1.949,2.626,4.325,2.585,1.102,4.594,3.0,5.145,3.457,3.926,3.501,2.0,1.386,1.487,3.178,1.67,321.082,21.855,3569.796,0.0
4.187,2.188,4.618,4.455,6.308,4.741,5.175,86.294,3.293,4.582,2.744,3.168,4.181,4.777,2.445,1.258,4.474,3.0,3.026,3.304,2.534,3.628,2.0,3.609,2.52,1.256,1.508,567.608,25.684,3336.117,0.804
2.362,1.971,4.203,3.278,3.93,1.781,3.476,244.832,4.665,1.982,2.15,4.722,1.035,3.456,1.759,1.607,2.422,3.0,3.623,3.283,2.911,3.771,2.0,3.807,2.616,1.396,2.307,1256.426,34.406,14905.89,2.145
3.335,4.514,3.109,3.623,4.471,4.417,2.907,142.563,4.989,4.761,2.961,3.488,2.667,2.64,1.053,4.908,2.805,3.0,2.547,3.839,1.007,3.972,2.0,3.266,1.909,1.07,3.319,547.554,25.419,4446.592,1.877
4.957,1.585,4.084,3.266,4.486,3.462,2.671,43.193,4.054,4.771,2.506,1.972,2.143,2.367,3.151,1.319,4.559,3.0,1.502,3.682,4.203,3.234,2.0,3.77,1.276,1.955,2.159,221.043,19.541,2579.421,0.0
2.389,2.323,3.479,2.287,9.049,2.962,4.289,339.135,3.941,3.391,2.928,4.254,2.656,3.917,2.325,1.487,4.024,3.0,2.737,3.01,2.38,3.035,2.0,2.627,3.672,1.621,2.57,983.785,30.288,16483.731,0.268
3.232,2.334,4.644,2.09,8.448,1.665,2.094,259.229,3.026,3.694,2.697,4.714,3.378,2.191,2.273,4.735,5.731,3.0,5.58,3.099,3.925,3.315,2.0,1.799,1.942,3.843,2.003,531.554,24.296,2324.947,1.072
2.995,1.568,3.342,3.393,9.899,2.955,4.967,63.363,4.923,2.771,2.473,4.546,2.268,3.375,1.695,2.225,4.672,3.0,3.965,3.136,3.412,3.74,2.0,1.847,1.69,2.54,3.724,192.193,18.586,1380.892,2.145
4.14,5.795,4.561,2.823,6.567,1.378,4.865,325.259,4.242,3.604,2.073,2.035,2.095,4.363,2.979,2.594,3.596,3.0,5.085,3.775,3.973,3.774,2.0,2.396,3.716,2.003,1.14,1035.311,30.901,7448.134,1.072
3.593,4.897,3.445,3.668,8.8,4.559,2.116,37.518,3.832,1.199,2.881,5.278,4.904,4.319,2.977,2.676,4.546,3.0,3.485,3.261,1.647,3.432,2.0,1.421,4.803,2.889,2.642,271.792,20.045,660.733,0.0
2.41,1.7,3.743,3.97,6.483,2.005,1.718,16.909,4.374,1.333,2.623,5.271,1.607,2.779,3.718,2.953,5.132,3.0,1.686,3.946,1.127,3.894,2.0,1.027,3.45,3.058,1.066,116.025,15.908,949.31,1.072
3.179,5.549,3.805,3.9,9.888,3.01,2.882,232.193,3.37,3.435,2.939,1.552,2.772,3.988,2.345,4.242,3.892,3.0,4.439,3.54,3.255,3.873,2.0,3.721,3.603,2.27,3.968,424.103,23.129,5353.188,0.0
2.787,1.173,3.44,3.719,6.653,1.854,1.624,169.931,4.488,3.845,2.475,3.04,2.761,4.201,2.193,4.915,5.281,3.0,1.997,3.695,3.448,3.855,2.0,3.36,3.17,3.483,2.253,715.714,26.352,10215.173,0.536
2.734,5.387,3.409,3.13,8.888,4.15,3.692,166.436,4.735,2.119,2.692,3.406,2.665,3.317,3.675,1.511,3.368,3.0,4.99,3.676,2.508,3.546,2.0,1.635,2.13,3.252,1.61,390.451,23.047,2297.892,0.536
2.274,5.524,4.721,3.749,3.694,2.226,3.171,221.724,3.028,1.863,2.955,4.421,3.475,3.513,3.434,2.844,3.835,3.0,2.391,3.407,4.966,3.25,2.0,2.693,3.107,1.575,3.686,1123.182,30.425,3112.419,0.268
4.964,2.902,3.571,2.443,7.905,3.782,3.378,188.476,3.058,3.751,2.194,2.217,1.758,2.177,2.382,2.229,3.259,3.0,1.342,3.305,4.01,3.79,2.0,2.705,4.583,2.335,1.359,1381.591,33.461,13993.163,0.0
4.58,3.489,3.342,3.331,4.918,1.972,5.145,180.48,3.104,2.162,2.541,5.222,2.364,4.868,3.583,4.221,3.811,3.0,1.654,3.742,2.614,3.153,2.0,2.449,1.074,1.764,1.708,1552.808,35.813,8469.738,0.536
2.631,1.81,3.23,3.361,7.611,1.102,1.525,347.663,4.134,1.426,2.716,1.261,2.835,2.787,3.383,3.605,2.316,3.0,2.554,3.928,4.989,3.771,2.0,3.341,4.268,2.733,1.522,1263.439,30.716,19589.432,0.0
2.068,4.825,3.947,4.263,3.685,2.686,2.28,320.565,3.377,4.363,2.698,3.197,1.521,2.895,3.438,2.985,3.986,3.0,5.815,3.17,3.262,3.725,2.0,3.969,1.528,2.44,1.049,876.757,29.978,4180.184,0.0
2.782,3.239,3.303,2.52,3.038,4.135,5.126,150.968,4.937,2.332,2.552,1.51,1.077,3.696,3.564,1.574,5.126,3.0,5.652,3.835,1.782,3.153,2.0,2.726,1.576,3.263,3.401,526.972,25.942,3465.984,0.536
2.087,4.607,4.549,4.855,5.6,3.072,4.497,327.991,3.127,4.487,2.457,5.95,3.777,3.185,2.723,3.507,4.09,3.0,5.579,3.213,1.626,3.077,2.0,2.884,2.145,3.654,2.32,787.552,28.233,1001.426,0.536
3.116,1.649,3.507,2.778,9.936,2.776,2.305,74.137,4.023,1.744,2.9,5.99,4.472,2.867,2.849,1.222,2.683,3.0,5.475,3.275,3.493,3.533,2.0,1.255,2.445,1.924,2.749,280.411,20.493,698.68,1.072
4.493,1.96,3.135,3.158,8.102,4.957,2.012,74.508,4.779,3.08,2.133,3.231,4.405,3.145,2.057,4.683,2.238,3.0,5.462,3.205,2.534,3.94,2.0,1.174,1.219,3.727,2.081,177.068,17.724,857.424,1.072
4.934,2.332,3.636,2.132,4.854,1.025,3.271,187.653,3.85,2.304,2.88,3.695,2.432,3.752,2.839,1.739,3.067,3.0,2.949,3.664,3.917,3.312,2.0,1.366,4.977,2.519,3.061,649.355,25.915,8953.024,0.0
4.241,2.041,3.935,2.305,6.696,2.548,1.283,379.413,4.607,1.127,2.177,1.275,1.688,3.262,2.975,2.614,5.326,3.0,2.284,3.885,2.967,3.916,2.0,1.062,4.63,2.119,1.219,3835.242,45.791,67319.806,1.072
2.979,4.861,3.43,2.424,4.764,2.863,3.468,142.94,4.996,4.935,2.076,1.593,4.705,3.132,2.51,1.245,5.373,3.0,5.253,3.979,1.188,3.012,2.0,2.422,1.733,1.519,2.811,514.835,25.757,3608.556,1.072
2.344,1.5,3.941,4.865,8.927,1.602,2.199,233.255,4.738,2.946,2.678,1.944,3.211,3.477,1.924,1.392,3.701,3.0,4.975,3.108,4.673,3.127,2.0,2.785,1.788,1.079,1.61,527.291,24.684,6430.572,1.609
3.987,1.428,3.699,3.662,6.137,2.505,3.454,254.557,4.155,1.272,2.416,3.171,3.784,4.083,3.495,4.754,4.463,3.0,3.075,3.204,3.674,3.381,2.0,1.726,4.802,1.006,1.277,1733.979,33.713,12897.882,0.536
3.039,5.167,4.245,4.033,6.618,4.858,4.301,98.368,3.296,1.138,2.616,2.119,4.414,2.063,3.544,1.078,2.038,3.0,5.506,3.756,2.174,3.541,2.0,1.612,1.633,3.041,1.561,313.912,21.807,883.643,0.536
4.848,4.708,3.46,3.479,7.394,4.769,1.701,315.372,3.645,3.05,2.728,4.52,4.751,3.52,2.113,1.814,3.625,3.0,1.541,3.137,4.581,3.815,2.0,1.87,3.501,2.521,1.375,2172.682,37.373,7166.336,0.0
3.038,4.566,3.432,3.077,7.164,1.579,5.779,21.009,4.351,4.993,2.382,5.409,4.218,3.34,2.378,2.006,4.715,3.0,4.482,3.281,3.267,3.373,2.0,2.084,2.615,1.848,1.95,75.808,13.671,185.578,0.536
4.914,1.851,3.594,4.728,7.515,4.482,3.053,40.853,3.717,1.048,2.463,1.124,4.088,2.712,1.704,3.602,3.017,3.0,2.521,3.566,3.965,3.484,2.0,1.167,1.217,2.658,1.919,175.816,17.418,1744.853,1.072
3.299,4.93,3.664,4.93,6.96,1.39,4.925,346.382,3.812,4.844,2.964,2.276,4.287,3.302,1.141,4.166,2.98,3.0,4.672,3.815,2.871,3.053,2.0,1.668,2.804,3.35,1.706,249.709,19.18,2876.859,1.072
2.889,2.188,4.432,2.627,7.815,1.513,4.447,374.939,4.086,1.07,2.282,1.262,4.127,2.887,2.187,2.29,4.748,3.0,4.567,3.839,4.714,3.871,2.0,2.396,4.739,1.312,1.801,1095.934,29.743,16448.353,1.072
2.775,4.58,3.443,4.821,3.833,4.216,1.668,236.474,4.591,1.557,2.276,4.861,1.234,2.852,1.726,3.115,5.649,3.0,3.738,3.825,1.709,3.946,2.0,2.143,4.82,2.362,3.688,683.404,27.052,6848.536,1.609
3.065,1.48,4.732,3.56,8.432,2.67,5.463,99.586,3.367,2.753,2.594,4.143,4.362,3.542,1.699,4.844,5.859,3.0,1.84,3.65,3.444,3.43,2.0,3.392,1.346,1.785,2.067,650.462,25.708,3896.942,1.877
2.188,2.506,4.653,2.162,8.949,4.074,1.157,271.491,3.25,1.448,2.426,1.821,1.532,3.798,2.907,1.563,5.404,3.0,3.134,3.212,3.62,3.075,2.0,1.637,3.114,3.998,1.123,1032.7,31.09,20136.097,1.072
4.139,3.122,3.763,3.434,8.235,2.238,5.326,130.527,4.597,3.389,2.929,3.925,3.34,3.088,1.934,4.051,5.351,3.0,1.368,3.01,1.162,3.884,2.0,2.853,1.059,3.958,3.187,433.931,23.791,3681.734,2.145
4.029,1.832,3.372,3.364,5.179,3.361,2.448,30.038,4.92,2.973,2.537,1.467,4.708,3.956,2.255,2.924,2.404,3.0,1.734,3.944,4.086,3.242,2.0,3.458,4.295,3.481,2.221,121.741,15.443,1347.065,0.536
2.988,2.437,4.546,2.43,3.482,3.931,2.229,251.605,4.141,2.729,2.4,4.065,1.364,4.434,1.259,3.867,3.654,3.0,1.343,3.988,1.511,3.025,2.0,3.997,3.168,1.56,3.36,1856.36,38.163,28605.633,3.217
2.316,3.308,4.451,4.436,8.809,1.736,3.974,386.194,3.292,1.825,2.91,3.502,2.587,2.867,3.688,1.28,5.182,3.0,2.941,3.671,1.238,3.239,2.0,1.411,2.769,3.765,2.569,1153.673,32.902,11807.433,0.804
3.478,4.712,4.348,4.689,6.405,4.001,2.26,172.541,4.656,4.584,2.018,2.736,2.854,2.176,2.923,3.205,3.442,3.0,4.092,3.343,4.621,3.853,2.0,1.601,1.358,3.345,3.227,235.4,19.697,1038.716,2.145
2.418,5.071,3.085,2.808,5.76,3.245,2.322,53.017,4.069,2.909,2.084,1.055,3.022,4.641,1.55,3.46,4.227,3.0,4.308,3.709,1.79,3.781,2.0,3.192,4.702,3.029,2.241,208.993,18.817,3661.693,2.145
4.119,1.272,3.114,2.845,8.681,2.306,2.517,193.456,3.085,4.259,2.435,2.048,3.417,2.335,1.255,4.73,2.68,3.0,3.975,3.781,3.825,3.566,2.0,3.09,2.607,1.056,2.823,370.488,21.829,9219.401,1.34
4.261,3.446,4.148,2.196,4.706,1.6,1.044,28.796,3.654,1.188,2.296,1.092,2.991,4.202,2.676,4.938,2.534,3.0,2.751,3.014,4.926,3.993,2.0,1.332,3.261,3.65,2.506,104.274,14.645,1242.238,1.072
4.294,4.452,3.744,3.632,9.837,1.671,1.89,381.849,4.017,3.155,2.999,4.479,2.303,4.79,3.385,1.108,5.577,3.0,1.421,3.218,1.292,3.661,2.0,1.06,4.974,2.075,1.428,1116.226,31.58,29970.147,1.072
2.64,3.269,3.96,2.004,9.693,2.719,3.068,226.727,4.11,3.307,2.317,1.71,4.663,4.876,3.271,4.794,2.458,3.0,3.236,3.243,3.887,3.881,2.0,2.675,2.993,2.846,2.104,519.416,23.838,6713.622,0.0
4.006,5.286,3.033,4.869,4.177,2.885,3.2,86.86,4.555,1.131,2.307,2.441,4.99,3.821,1.199,1.778,3.054,3.0,3.641,3.616,2.375,3.942,2.0,2.109,3.39,1.226,2.88,388.555,22.603,3991.911,1.609
2.285,2.963,3.949,4.477,6.461,1.888,1.928,337.814,4.291,2.036,2.384,5.072,4.881,2.759,1.138,4.324,2.907,3.0,1.553,3.323,2.625,3.235,2.0,3.769,3.56,1.953,1.794,542.327,24.172,11374.985,1.877
2.317,2.465,3.811,4.845,3.304,4.988,1.215,126.0,4.634,1.758,2.013,5.257,1.75,4.692,2.404,2.89,4.252,3.0,3.18,3.345,1.633,3.144,2.0,2.66,3.606,2.182,2.297,459.847,24.661,4972.684,0.536
4.984,3.956,4.27,3.026,8.814,4.873,5.134,75.802,3.567,1.522,2.582,3.073,1.01,2.603,1.514,1.182,4.633,3.0,3.968,3.501,4.042,3.207,2.0,1.98,2.943,3.638,1.503,458.833,24.132,1888.553,2.145
2.236,1.241,3.946,2.931,3.443,4.308,1.839,384.503,4.589,1.817,2.417,4.419,1.082,2.43,2.836,3.322,3.365,3.0,5.129,3.121,2.377,3.738,2.0,2.591,1.363,2.359,1.112,2144.028,40.261,10804.515,0.536
2.466,5.622,4.928,2.967,8.075,2.419,1.311,303.736,4.819,3.48,2.372,3.773,1.305,3.48,3.783,3.684,2.79,3.0,3.261,3.565,4.77,3.88,2.0,3.815,1.134,1.453,2.775,728.62,27.255,5633.557,0.0
2.36,3.058,4.61,2.907,7.402,4.374,5.704,50.395,3.496,4.211,2.92,2.111,1.13,4.956,1.089,3.118,4.132,3.0,4.305,3.61,1.03,3.103,2.0,3.565,4.325,1.284,1.282,334.264,21.918,2897.988,2.413
4.626,1.967,3.452,4.398,4.462,2.123,4.057,107.799,3.454,3.798,2.391,3.053,3.696,4.213,1.435,3.162,5.062,3.0,1.591,3.541,3.012,3.87,2.0,1.237,2.092,3.152,3.233,365.944,22.125,5090.464,1.072
3.951,3.141,3.438,2.666,8.205,3.273,5.968,140.983,4.919,3.98,2.288,4.002,2.136,2.861,1.004,3.528,5.231,3.0,5.092,3.795,2.27,3.275,2.0,3.917,2.318,3.771,1.896,374.398,23.0,2434.475,1.609
4.701,2.988,3.911,2.616,8.192,2.178,6.0,23.454,3.756,2.774,2.204,2.044,2.83,4.793,2.961,4.367,3.683,3.0,4.48,3.881,1.816,3.456,2.0,2.71,3.096,1.85,2.986,133.078,16.403,1008.637,0.804
3.445,3.059,4.308,2.894,9.428,4.41,1.934,220.295,3.697,2.676,2.431,1.979,4.612,3.445,2.654,2.491,2.668,3.0,2.4,3.223,3.62,3.712,2.0,2.404,3.699,2.819,3.107,909.225,29.187,7656.405,0.536
4.907,5.648,4.98,2.23,6.419,1.506,5.674,44.108,4.466,1.634,2.33,1.416,2.386,4.673,1.727,1.604,3.258,3.0,5.518,3.336,1.104,3.423,2.0,2.077,4.127,2.287,2.596,137.593,16.992,1601.076,2.681
2.326,2.599,4.798,4.703,7.353,3.958,3.534,199.105,3.57,2.507,2.28,1.79,2.467,4.724,3.154,4.25,5.78,3.0,2.694,3.896,1.504,3.374,2.0,1.794,1.598,1.616,3.845,711.918,27.81,11259.901,1.072
2.262,3.353,4.604,2.996,9.252,3.485,1.732,172.808,3.014,2.483,2.783,5.9,2.416,2.761,1.306,3.799,3.261,3.0,1.188,3.616,1.708,3.114,2.0,2.43,2.545,1.469,2.543,619.014,26.656,6608.688,2.949
2.222,5.864,4.891,3.016,9.911,1.373,3.626,109.777,3.357,1.875,2.282,2.457,3.806,4.799,2.993,1.646,2.643,3.0,3.809,3.537,1.362,3.245,2.0,2.613,1.055,2.717,1.061,360.976,23.159,5242.226,0.536
4.696,5.13,3.77,4.154,9.879,3.738,3.093,269.452,3.385,4.913,2.401,2.638,3.744,3.465,3.454,3.493,4.229,3.0,3.411,3.568,4.102,3.552,2.0,1.039,4.167,3.612,3.414,557.417,24.272,2361.351,0.0
3.188,5.114,3.623,2.766,3.232,1.971,4.092,38.879,3.679,4.833,2.701,4.351,4.47,4.738,1.528,1.866,3.863,3.0,2.38,3.835,1.935,3.321,2.0,2.687,4.246,2.99,1.643,137.856,16.545,1334.946,1.877
3.883,4.651,4.799,3.068,3.506,2.67,1.921,342.326,4.303,2.557,2.107,5.763,3.225,3.886,2.626,3.098,5.639,3.0,5.357,3.17,4.657,3.913,2.0,2.187,1.041,1.825,2.295,1435.185,34.52,3610.1,1.072
2.923,5.428,3.575,3.604,6.406,4.393,5.69,267.397,3.436,1.523,2.757,5.125,3.271,2.579,3.727,4.825,3.267,3.0,5.282,3.803,1.858,3.727,2.0,1.976,3.489,1.725,3.461,836.197,28.38,1468.804,0.268
4.277,5.636,4.345,4.734,9.729,3.058,1.203,50.822,3.946,3.984,2.884,5.85,1.427,3.925,1.827,4.698,3.011,3.0,3.417,3.999,3.515,3.396,2.0,2.304,3.083,3.444,3.289,113.954,15.426,414.87,1.609
4.413,5.749,3.609,2.922,6.196,2.454,5.548,173.496,3.917,1.629,2.362,4.147,2.64,4.427,2.176,2.793,5.683,3.0,3.111,3.603,2.039,3.092,2.0,2.297,4.39,3.46,2.887,1385.421,33.769,5617.809,0.0
2.539,3.406,4.834,4.962,3.856,3.719,2.244,298.632,3.186,3.154,2.35,5.856,3.292,4.217,3.157,1.044,3.555,3.0,2.514,3.243,4.36,3.053,2.0,1.173,1.448,1.363,1.281,1450.7,35.558,4057.378,0.804
2.209,5.592,3.114,2.186,5.245,4.501,3.989,290.443,3.447,1.94,2.794,1.327,3.882,4.499,3.618,2.436,3.344,3.0,4.413,3.614,2.219,3.367,2.0,2.42,1.438,2.834,1.909,2127.752,37.984,8680.95,0.0
4.452,4.532,4.634,4.124,7.109,1.758,2.771,242.831,3.432,3.066,2.629,1.714,1.006,2.663,3.727,3.539,5.718,3.0,3.598,3.539,3.638,3.629,2.0,3.188,4.637,1.385,2.429,1044.001,30.5,10895.913,0.268
2.28,4.735,4.368,3.113,4.676,2.187,2.203,368.083,4.752,2.704,2.604,2.038,2.845,4.412,3.084,4.81,4.891,3.0,4.063,3.339,1.303,3.421,2.0,2.997,1.496,3.048,3.204,1268.038,33.278,12537.289,0.0
4.205,5.339,4.895,2.534,8.652,1.871,5.878,269.306,4.562,3.661,2.684,1.619,2.219,2.355,2.966,2.609,4.965,3.0,3.75,3.384,3.944,3.095,2.0,3.98,4.663,3.718,3.836,493.367,23.86,3192.263,1.072
2.124,5.399,4.769,3.481,8.607,3.899,4.115,224.75,4.277,1.174,2.983,3.809,4.646,3.594,3.396,1.609,5.195,3.0,2.534,3.63,2.922,3.841,2.0,3.941,2.774,3.181,1.931,1329.048,32.345,5242.71,0.0
4.404,1.395,4.532,3.63,9.31,1.091,3.01,261.958,4.546,3.002,2.185,3.17,1.076,4.331,1.532,4.409,4.822,3.0,4.95,3.934,4.55,3.502,2.0,3.508,2.805,3.167,3.612,485.447,24.156,7908.948,2.145
2.783,3.517,4.086,3.63,6.571,3.067,5.909,331.773,4.953,2.775,2.426,5.488,4.926,4.832,2.653,3.881,2.846,3.0,3.881,3.475,3.163,3.182,2.0,3.013,4.466,2.26,3.524,785.124,26.479,3045.693,1.072
4.45,4.568,4.762,4.483,6.206,4.878,1.394,321.317,4.076,4.614,2.196,1.98,1.823,4.961,3.859,4.799,2.998,3.0,2.326,3.601,1.601,3.792,2.0,2.661,4.334,3.469,2.147,1529.279,34.446,10226.168,0.268
3.852,5.5,3.112,2.867,4.72,1.412,1.77,120.957,3.061,2.199,2.116,4.392,1.47,2.141,1.413,4.509,2.107,3.0,5.234,3.84,2.29,3.582,2.0,1.422,4.788,3.765,1.211,367.643,22.111,2648.989,1.072
3.317,5.35,3.536,4.276,3.837,2.783,5.343,153.105,4.28,2.715,2.22,5.985,2.788,4.204,3.691,1.849,5.637,3.0,4.932,3.394,4.42,3.148,2.0,2.582,2.518,3.076,2.254,349.716,22.006,862.981,0.0
4.259,4.406,3.026,2.626,3.854,3.749,1.811,276.134,4.502,1.919,2.22,4.426,4.117,2.391,3.18,3.018,2.098,3.0,3.766,3.227,3.799,3.264,2.0,1.928,2.901,1.797,3.536,940.963,28.994,4124.151,0.536
3.831,4.076,3.669,2.189,9.917,2.845,3.371,345.325,3.612,4.846,2.616,1.878,3.318,2.274,3.204,1.849,5.361,3.0,5.333,3.691,4.128,3.749,2.0,2.298,3.128,1.601,3.393,536.695,24.773,5441.942,0.268
3.977,2.753,4.721,3.505,7.88,2.018,4.124,32.747,3.176,4.999,2.576,3.082,1.852,4.081,3.868,2.713,3.422,3.0,2.293,3.196,3.692,3.114,2.0,2.309,4.04,1.681,2.273,122.42,15.737,1015.76,0.268
4.492,5.722,4.795,3.425,9.738,4.59,2.318,139.973,4.189,1.378,2.011,4.973,1.592,3.463,1.497,4.448,5.808,3.0,2.308,3.903,2.436,3.295,2.0,1.939,1.235,1.66,2.105,1054.322,31.673,6019.371,3.217
4.301,5.033,4.549,3.499,3.396,2.923,2.006,98.605,3.946,3.692,2.535,2.269,3.988,2.092,3.277,2.073,5.804,3.0,2.308,3.83,1.917,3.157,2.0,2.002,2.165,1.888,3.348,339.156,21.949,3808.579,0.536
4.747,4.628,4.969,3.531,4.448,1.963,5.96,155.485,3.417,4.422,2.778,2.458,1.747,3.332,3.23,1.666,3.036,3.0,2.338,3.064,1.569,3.486,2.0,2.219,4.409,2.824,1.226,494.229,24.771,4778.504,0.268
4.705,5.646,3.723,3.466,7.014,3.609,4.941,81.292,4.674,1.603,2.185,1.601,4.484,2.795,1.7,2.587,4.88,3.0,3.351,3.777,3.54,3.994,2.0,1.797,1.77,1.862,3.588,386.432,22.727,2461.561,2.145
3.447,1.743,3.644,3.225,9.56,1.14,3.009,28.752,3.975,2.464,2.527,5.857,2.341,4.382,1.696,2.888,4.417,3.0,4.456,3.013,2.206,3.024,2.0,2.412,4.729,1.983,2.99,68.073,13.206,937.404,1.34
4.167,5.747,4.133,4.752,6.478,4.079,5.299,370.65,4.883,4.324,2.853,3.034,1.099,4.553,3.833,2.407,3.447,3.0,1.558,3.236,2.682,3.332,2.0,1.126,3.593,3.667,1.851,685.841,27.437,4827.767,1.34
2.09,3.12,3.7,3.255,7.623,4.81,5.948,389.231,4.016,3.919,2.141,2.152,3.215,4.335,2.664,2.465,5.305,3.0,4.605,3.44,1.622,3.489,2.0,2.887,4.369,1.407,2.608,1338.192,33.241,11707.447,0.536
3.323,2.211,3.595,3.473,9.113,2.372,5.353,287.635,3.953,4.505,2.299,3.279,2.204,4.906,2.564,4.542,2.259,3.0,2.43,3.026,3.215,3.465,2.0,3.221,2.749,1.045,3.847,654.39,26.489,9592.393,0.268
2.691,3.248,4.368,4.943,7.293,2.733,3.073,83.664,4.163,1.957,2.709,2.729,2.246,2.738,3.919,1.248,2.768,3.0,2.062,3.414,1.419,3.631,2.0,3.742,3.101,2.901,1.402,355.137,22.653,4366.178,0.268
2.956,5.68,3.875,3.566,8.589,1.046,1.003,259.213,4.693,4.741,2.388,2.389,4.021,4.519,2.055,2.616,5.022,3.0,5.586,3.854,3.209,3.251,2.0,1.318,1.256,3.671,1.96,390.01,22.798,3664.464,1.072
2.364,1.561,3.154,3.605,9.61,4.202,2.353,304.013,3.175,3.784,2.918,2.395,4.079,4.422,1.046,1.472,2.655,3.0,4.516,3.409,4.671,3.366,2.0,3.392,4.069,1.28,2.859,679.371,25.774,9830.948,1.34
4.351,5.765,4.802,2.537,7.544,3.275,3.459,74.848,3.362,4.191,2.626,5.217,3.745,4.176,2.437,1.753,3.187,3.0,4.012,3.549,3.548,3.178,2.0,3.443,2.611,3.674,3.408,315.406,21.334,747.03,0.536
2.664,4.473,3.505,3.92,8.932,4.636,1.573,263.488,4.489,3.718,2.624,2.582,4.423,4.745,1.791,4.014,3.113,3.0,5.421,3.328,2.721,3.792,2.0,1.458,4.506,3.328,1.322,430.122,22.604,3297.671,2.145
2.687,1.88,3.029,2.983,6.724,4.321,4.661,294.879,4.423,3.454,2.344,2.978,1.076,3.877,2.527,4.9,2.603,3.0,5.859,3.048,3.999,3.299,2.0,1.193,4.077,2.064,1.815,647.306,25.527,2903.114,1.072
3.649,2.305,3.802,3.294,6.186,1.318,3.147,210.661,4.795,4.977,2.289,3.135,2.92,2.688,2.388,3.55,3.592,3.0,5.356,3.125,3.958,3.883,2.0,1.554,1.992,3.198,3.011,216.841,18.611,2082.749,1.072
2.619,3.447,3.461,2.216,9.025,4.484,5.934,23.438,4.213,1.534,2.284,3.441,1.717,3.907,1.2,3.176,2.941,3.0,4.938,3.055,4.818,3.809,2.0,1.954,4.736,1.423,2.064,115.012,15.359,465.804,2.145
3.329,5.845,3.352,2.256,3.678,1.303,5.238,114.663,4.217,4.285,2.832,1.667,4.053,2.583,1.856,2.467,3.708,3.0,4.147,3.012,4.527,3.668,2.0,1.408,4.614,3.799,1.519,222.385,18.479,1062.226,2.145
2.136,5.099,3.117,3.507,6.066,2.471,1.444,264.221,3.246,4.615,2.489,1.207,1.575,4.522,2.866,4.938,3.024,3.0,5.497,3.941,1.694,3.714,2.0,1.684,1.488,3.929,1.404,720.87,28.12,7644.532,0.0
3.491,1.207,4.328,3.282,9.841,1.521,2.966,183.059,3.635,3.811,2.302,1.376,1.243,3.313,1.971,4.974,3.529,3.0,3.333,3.708,1.188,3.214,2.0,2.605,4.405,3.576,2.079,342.721,21.91,15155.05,1.609
3.757,4.769,3.232,3.386,3.635,4.208,2.535,100.565,3.918,1.747,2.791,5.354,2.951,3.876,2.66,1.596,5.624,3.0,1.323,3.873,4.292,3.746,2.0,2.452,1.601,3.906,3.892,506.353,24.563,2104.812,0.0
2.223,2.347,4.375,2.599,5.783,3.322,4.056,64.658,4.397,3.913,2.867,1.32,2.894,2.489,2.687,1.092,3.062,3.0,1.441,3.913,1.339,3.995,2.0,3.941,4.252,3.572,3.405,280.013,20.927,3765.642,2.145
4.691,2.208,3.681,2.845,4.384,2.351,2.392,48.721,4.053,2.774,2.689,5.081,2.262,2.845,3.047,2.985,4.245,3.0,5.712,3.927,1.763,3.162,2.0,1.008,4.803,2.76,2.066,161.085,17.324,838.809,1.072
4.041,3.007,4.275,2.76,8.439,1.302,3.109,336.175,4.899,1.505,2.503,2.331,4.636,3.201,2.482,4.224,5.316,3.0,3.788,3.584,1.782,3.915,2.0,2.315,1.316,3.045,2.291,1101.822,31.447,15699.158,1.609
3.734,4.705,4.502,4.802,3.674,4.552,5.708,138.24,3.825,2.657,2.696,4.073,4.562,4.765,3.532,1.716,5.273,3.0,1.05,3.025,3.006,3.278,2.0,3.614,4.554,3.375,2.672,687.038,26.157,2549.896,0.0
3.95,3.957,3.569,4.799,7.124,2.692,3.542,312.001,3.332,3.877,2.384,1.246,2.731,4.497,3.687,4.427,3.535,3.0,2.061,3.758,2.66,3.648,2.0,2.328,1.654,1.876,1.623,1643.12,35.266,17297.676,0.268
3.529,1.428,3.727,2.353,8.264,2.84,2.244,55.471,3.619,2.062,2.225,2.392,4.668,2.757,2.644,2.994,3.727,3.0,2.017,3.582,2.501,3.494,2.0,3.961,4.849,1.259,1.388,552.636,24.749,6971.855,0.268
2.982,2.427,3.648,3.255,6.124,4.187,1.942,255.631,4.726,3.152,2.365,5.566,3.613,2.684,1.465,2.745,4.433,3.0,1.449,3.418,4.973,3.614,2.0,3.026,1.049,2.551,3.524,845.921,28.408,4489.247,1.609
