 AA, CPLX, DOCU, FLEX, KLOC, PR, RUSE, EFFORT-, MONTHS-, DEFECTS-, RISKS-
5.084,2.223,3.571,4.918,125.673,2.205,5.124,429.108,23.153,6895.046,2.681
3.479,1.946,3.743,4.596,383.688,2.816,4.184,740.775,26.587,3224.661,1.34
4.158,1.499,3.673,4.669,258.645,1.046,3.51,665.001,25.399,4820.102,3.217
3.918,3.816,2.199,3.804,217.685,3.795,2.892,669.107,25.408,3943.976,1.34
3.368,1.7,3.364,4.473,26.59,4.752,5.455,105.022,15.09,306.365,1.072
1.044,2.258,2.082,2.516,364.032,1.999,3.568,1576.171,35.39,40895.505,0.0
5.197,1.334,4.762,4.507,350.253,3.865,3.73,583.962,25.065,2368.636,3.217
2.958,3.598,1.338,4.488,380.879,3.584,4.764,1594.495,33.454,6689.07,1.072
1.943,3.392,1.906,3.594,109.355,4.003,3.517,265.424,20.129,3709.5,2.145
5.541,3.114,1.201,3.556,117.091,4.183,2.45,700.767,26.765,2449.733,1.072
2.137,2.886,4.292,3.424,65.756,4.007,3.61,175.837,17.698,753.342,1.609
1.535,2.996,2.62,2.924,116.993,3.047,5.204,277.934,20.273,3760.951,1.072
3.748,3.39,4.745,2.365,332.128,4.896,2.851,1040.339,30.282,1996.848,0.536
5.627,2.033,4.664,2.76,53.671,4.791,4.939,275.904,20.622,250.251,0.0
4.386,3.82,1.664,2.85,384.292,3.061,2.849,1004.55,30.362,8663.885,2.145
2.958,1.266,4.576,2.15,378.92,1.907,5.219,612.344,26.285,3896.606,2.145
2.836,3.637,4.016,3.733,91.051,1.23,2.874,373.612,21.323,926.819,1.072
3.257,2.166,4.65,4.41,92.526,4.693,5.107,346.459,21.321,553.046,0.0
1.862,1.819,2.909,4.731,67.246,4.67,2.242,317.966,21.431,2925.113,1.072
3.219,2.811,3.429,2.345,69.751,5.855,3.444,144.326,17.046,343.349,2.145
3.793,3.731,4.992,4.177,42.228,1.049,4.048,185.934,18.122,554.399,0.0
4.497,2.276,3.427,3.592,328.277,5.549,2.874,872.378,27.734,1304.531,0.0
3.49,3.414,4.537,1.846,95.116,1.593,3.487,412.942,23.651,2407.47,0.268
5.992,3.231,2.738,1.426,64.887,5.985,2.447,246.82,20.068,348.44,0.0
2.818,2.91,4.642,3.575,245.198,4.376,4.048,885.77,28.455,2396.209,1.072
4.463,1.494,1.458,1.413,180.35,4.77,2.233,444.974,24.758,5654.205,1.609
1.019,1.284,2.279,4.946,244.598,4.348,2.982,569.498,24.711,5080.522,0.268
2.288,1.498,3.958,3.553,119.418,1.876,2.371,541.181,24.775,4268.337,1.609
1.219,2.293,3.104,2.486,183.688,4.663,5.447,479.028,25.346,7124.951,1.877
3.939,2.174,4.495,1.412,326.653,5.748,5.295,1767.589,37.054,7888.651,0.0
2.199,1.289,3.019,2.856,371.455,3.921,5.239,1644.672,35.052,13819.558,0.536
2.288,3.698,2.976,1.979,275.362,3.483,2.945,861.041,28.851,5671.823,1.609
3.745,3.93,4.181,4.96,296.149,5.779,5.541,1384.113,31.396,3031.849,2.145
1.362,3.177,1.955,4.147,50.204,1.368,4.84,232.205,18.853,1148.069,0.0
4.602,1.576,4.176,2.421,87.093,2.29,5.429,409.393,22.308,1514.001,2.145
5.772,2.547,2.028,3.519,90.164,4.05,2.182,206.693,18.847,950.922,2.145
5.43,3.587,2.402,4.116,232.825,2.73,3.178,457.171,23.975,1869.218,0.0
1.657,1.877,3.847,3.027,299.777,1.71,2.747,527.003,24.558,8412.05,3.217
2.178,1.34,2.033,3.108,207.516,2.129,5.857,794.83,28.351,19749.537,2.681
4.395,3.846,1.679,3.358,305.268,3.568,3.664,1597.945,35.665,9350.798,1.072
5.017,1.232,1.573,1.919,295.653,2.18,3.487,557.577,24.914,6932.994,1.072
1.163,1.157,1.701,1.926,177.394,4.306,4.872,327.912,20.974,2064.313,2.145
1.663,1.949,2.588,1.22,271.878,2.901,4.436,804.386,28.554,2069.668,2.145
2.942,3.379,1.218,1.092,370.34,2.627,3.435,639.776,27.606,10866.449,0.536
4.041,2.737,4.072,3.433,379.251,4.324,2.427,829.413,28.222,3314.484,1.609
2.751,1.009,3.652,2.704,251.854,5.749,4.475,719.469,26.735,4577.733,1.072
3.031,2.62,3.212,1.173,273.072,2.661,4.563,828.68,28.757,8461.316,1.072
3.104,1.13,2.848,3.507,207.998,3.719,2.918,478.536,23.325,3480.305,2.413
2.823,2.313,4.025,4.055,109.007,1.237,3.717,850.668,27.842,4549.537,0.804
2.622,3.116,3.662,4.637,142.495,4.798,4.422,499.753,23.458,2008.531,2.145
4.338,2.188,1.632,1.512,56.888,3.061,3.016,118.153,15.878,407.276,0.0
5.421,3.615,2.622,4.665,343.433,1.307,5.834,840.729,27.766,13699.455,0.536
1.712,3.014,3.645,3.886,329.81,2.124,4.371,1277.485,31.753,8492.575,0.536
2.403,1.704,3.196,2.813,287.754,4.128,3.508,451.762,23.313,2667.391,1.072
4.18,1.281,2.645,4.217,192.506,5.259,4.443,370.783,21.929,1340.975,3.217
1.371,1.59,2.34,2.017,288.605,1.414,3.643,863.759,29.154,11803.191,0.536
2.27,1.099,3.528,2.848,379.734,2.528,3.662,2296.921,38.69,7445.386,0.536
1.319,2.515,2.593,4.196,158.798,5.93,2.772,957.046,29.801,4411.446,0.536
5.521,2.017,2.558,4.023,239.07,3.259,3.489,610.902,25.157,1508.097,0.536
2.568,3.754,3.024,3.324,255.858,4.48,5.691,632.51,26.339,6257.275,0.536
2.011,3.497,2.398,4.952,51.624,1.38,3.683,184.711,17.562,1554.78,0.804
5.034,1.237,3.235,1.734,125.103,4.04,5.548,531.639,25.529,2355.513,2.413
5.983,1.461,2.175,2.706,43.317,5.32,4.156,122.415,15.731,226.385,2.145
2.009,3.977,4.98,3.216,34.973,1.235,4.901,179.773,18.652,1667.941,1.072
4.235,1.607,1.384,3.344,53.067,1.197,2.803,154.112,16.842,667.773,1.072
1.593,3.671,3.728,4.826,204.65,4.711,2.678,624.21,24.967,1392.197,0.0
2.897,1.109,1.873,3.35,103.917,3.993,3.19,197.259,17.816,610.836,1.072
5.84,2.323,2.738,2.246,209.892,5.461,2.265,635.804,26.281,675.568,0.268
3.709,3.552,4.424,4.304,256.053,1.537,5.705,870.982,28.966,3322.476,0.0
3.539,1.724,2.055,4.368,94.412,3.335,4.907,205.645,18.167,1515.958,1.072
3.951,1.996,3.456,2.469,38.376,1.398,3.159,339.126,21.723,1869.344,1.609
1.694,3.015,3.4,4.455,242.815,3.279,4.918,1337.724,32.564,9045.271,0.536
1.596,1.118,2.487,2.632,138.033,1.739,3.274,168.17,17.471,1324.807,0.536
4.887,3.585,1.996,4.355,138.236,5.348,4.221,306.676,21.089,802.372,0.536
2.845,3.421,4.491,3.251,304.649,2.125,4.619,2336.949,40.395,13552.115,0.804
3.791,2.375,4.293,4.07,48.63,5.475,4.024,249.622,19.482,291.757,0.268
3.92,3.119,4.387,1.799,243.742,3.181,3.435,717.879,27.335,1599.492,2.145
1.135,2.906,2.437,2.635,180.66,3.785,5.375,1083.339,30.993,9180.318,0.536
2.572,3.455,2.833,3.686,232.684,3.184,2.588,951.082,29.785,9347.862,2.145
5.56,3.021,1.154,2.13,163.658,5.127,4.594,970.286,29.687,1320.238,0.268
5.792,1.737,4.07,3.186,261.82,1.495,5.697,1007.848,31.085,2511.124,1.072
5.729,3.121,2.27,4.061,46.702,4.999,4.569,233.012,18.981,562.135,1.072
4.645,1.258,2.551,1.586,109.374,3.181,4.396,430.413,23.614,1552.28,0.536
1.648,3.906,1.946,1.243,86.389,5.385,3.915,198.492,19.139,1514.64,1.609
1.194,3.915,1.706,4.412,331.786,4.931,4.67,1158.163,30.057,10121.061,0.0
4.288,1.151,3.092,1.508,339.148,3.827,2.734,829.226,29.593,2270.549,1.072
4.379,3.163,3.296,2.588,20.462,2.52,2.257,75.496,13.701,286.366,1.609
2.959,1.371,1.574,4.638,378.193,3.662,2.228,355.805,21.066,2080.807,1.072
3.435,2.908,3.873,2.024,233.236,3.482,4.054,1284.784,32.02,2185.95,0.0
5.475,1.939,4.181,3.878,194.295,5.97,2.17,407.655,23.531,743.241,2.145
4.818,3.06,3.282,1.805,251.055,2.732,3.246,780.747,28.696,5500.514,3.217
5.763,2.228,2.927,3.317,109.544,2.134,5.107,458.948,24.366,3250.568,1.609
5.933,3.857,4.558,1.718,150.963,5.362,2.321,665.957,26.494,338.489,0.536
3.245,1.316,2.765,2.02,49.447,4.129,3.662,181.806,18.575,1638.372,2.413
2.445,2.674,3.693,3.64,114.679,1.468,2.916,791.073,28.117,8992.832,0.536
1.037,3.41,2.82,3.937,20.234,1.453,3.985,160.898,16.83,1703.986,2.145
5.636,3.748,2.623,2.631,180.566,5.482,5.274,1237.534,33.412,2411.369,0.536
3.081,1.565,4.465,2.503,256.547,1.246,3.327,607.954,24.958,978.377,0.536
4.093,3.571,1.303,3.394,218.673,5.159,2.14,882.414,28.919,4623.207,0.0
4.194,2.401,1.026,4.225,271.792,3.122,4.143,894.915,28.308,6826.741,1.072
1.822,1.294,1.178,1.784,139.106,1.733,3.099,439.135,24.775,12397.721,1.34
4.654,3.549,2.061,1.755,176.953,1.413,2.946,879.301,28.285,2812.561,0.268
2.812,2.35,4.913,2.227,145.013,5.124,2.04,299.623,21.829,1632.127,1.609
5.923,2.058,1.128,1.232,193.913,4.37,5.599,278.55,20.244,583.58,0.0
4.935,1.626,3.791,2.205,299.495,2.923,5.561,1330.704,32.921,6747.025,0.268
3.323,3.102,2.084,3.951,16.31,4.264,4.956,62.862,12.957,508.433,2.145
4.632,1.972,2.816,1.652,27.633,4.575,4.027,62.215,12.694,107.093,2.145
3.536,2.726,2.104,2.373,272.838,5.618,3.178,788.988,28.831,2833.223,1.072
2.617,1.041,4.321,2.417,45.934,2.84,3.106,254.034,20.1,625.39,0.0
2.434,1.218,4.352,2.448,125.543,3.629,3.144,490.574,25.098,3713.969,1.072
2.895,1.438,4.244,3.299,300.05,4.914,4.743,810.3,28.507,2016.617,1.072
2.873,1.725,4.134,2.149,218.939,4.207,3.031,1236.987,31.976,4412.562,0.268
4.435,1.376,1.345,3.205,160.242,4.629,4.387,726.179,26.26,1075.225,0.268
2.078,2.997,2.242,4.667,317.002,4.746,3.063,1206.664,31.169,11918.134,1.34
3.712,1.231,2.286,1.143,334.404,2.733,5.268,3651.621,47.226,20788.057,0.536
4.661,2.712,4.983,1.732,258.532,2.728,5.877,768.054,27.893,1695.033,1.072
5.554,1.144,2.154,2.459,382.216,4.062,2.272,756.803,28.027,2531.873,0.536
1.218,2.245,2.339,1.049,283.35,1.378,4.366,1114.254,31.914,7003.578,0.0
4.459,1.983,1.098,1.737,281.419,1.997,4.214,1825.416,38.013,12622.899,1.34
4.207,1.45,2.96,1.642,157.21,1.739,2.788,524.325,24.694,1955.859,0.268
5.641,2.909,3.379,4.647,295.655,3.168,2.048,779.579,28.246,3917.729,0.268
2.308,1.09,4.232,1.254,377.877,3.379,2.265,732.929,27.792,3506.459,2.145
4.078,1.583,3.945,2.895,317.801,3.393,2.834,1112.867,32.187,6608.374,1.072
5.349,1.05,4.441,4.916,358.181,1.702,4.324,729.865,27.076,2356.156,1.072
1.119,1.75,4.96,1.677,31.141,4.708,2.938,101.399,15.309,909.634,1.877
1.452,2.122,4.415,1.974,38.63,2.417,4.199,135.68,16.822,791.3,0.0
3.607,2.618,4.783,4.436,210.389,4.339,2.341,940.826,28.271,1895.648,0.0
4.998,1.657,3.007,3.926,320.858,1.623,4.37,572.112,25.419,4192.744,1.609
4.437,1.584,4.808,4.665,130.633,3.361,4.703,539.08,24.751,1370.311,0.536
4.852,3.48,3.555,4.956,60.848,4.782,3.527,272.57,19.645,741.844,1.072
2.177,2.331,3.583,4.508,342.439,3.098,2.336,1115.455,30.579,10702.531,2.413
4.643,3.387,4.027,2.869,387.349,1.843,2.762,3311.989,43.323,8033.457,0.0
2.965,2.649,3.804,3.728,61.289,3.969,4.531,274.011,20.053,722.825,0.0
1.621,1.275,3.503,2.562,295.339,2.972,3.619,887.802,29.356,8820.17,2.145
2.882,1.903,1.443,1.026,48.485,2.762,5.402,83.508,14.176,375.874,1.072
2.137,3.192,2.858,2.312,237.633,3.056,2.086,895.385,29.673,8026.809,0.536
3.873,2.386,2.834,1.852,299.308,4.868,3.602,356.616,22.313,1013.89,0.0
1.16,2.331,1.484,4.222,286.138,1.335,3.437,640.762,25.77,4066.9,1.072
2.804,3.454,1.228,4.48,355.35,4.983,3.214,1400.384,33.608,32878.304,1.609
3.972,2.333,4.162,4.223,356.165,5.527,3.813,1114.166,30.262,1778.657,0.0
2.835,2.193,3.81,2.757,212.597,4.708,5.106,998.145,31.564,6847.825,0.536
4.77,1.621,2.805,2.442,300.995,2.227,5.229,1820.113,38.439,7989.917,0.0
2.453,2.556,2.927,4.127,71.627,1.663,5.297,340.555,22.448,12232.879,2.413
2.323,2.233,1.625,4.458,290.526,4.97,4.524,851.211,28.584,5724.17,0.536
5.876,1.93,4.647,3.611,54.0,5.558,3.311,274.401,20.237,403.769,0.268
4.884,2.186,1.379,2.378,29.924,3.355,5.415,102.231,15.288,498.786,1.34
3.209,1.925,4.191,2.406,115.201,2.097,5.716,425.674,24.71,10117.617,2.145
5.592,3.205,1.693,3.8,267.169,3.326,4.79,1128.7,30.96,3623.397,0.0
2.667,2.242,4.46,4.007,347.949,1.814,2.869,734.376,25.607,1583.789,1.609
5.425,1.328,2.205,1.419,243.547,5.903,2.83,712.307,27.838,2017.71,0.804
2.484,2.04,3.567,2.798,363.325,1.891,4.364,1263.806,32.179,11635.314,0.0
4.606,3.245,3.024,2.216,173.618,5.045,4.362,521.544,24.908,2090.521,1.609
3.575,3.471,3.618,2.489,294.828,1.877,3.162,2017.322,39.617,31122.486,2.413
3.287,3.231,3.862,3.216,132.099,3.81,2.503,937.68,31.139,10469.352,2.949
5.52,3.734,3.036,3.642,324.489,4.153,5.856,1990.549,37.321,3106.714,0.268
4.655,1.607,1.301,2.994,121.454,5.095,2.137,332.077,22.091,2593.728,1.072
3.079,2.013,3.671,3.715,245.728,3.73,4.829,1348.348,32.64,10274.58,1.609
5.142,3.585,2.065,3.724,203.483,3.968,5.739,409.567,23.347,3514.157,1.609
5.972,1.836,4.361,1.18,238.462,5.792,3.973,1306.242,31.741,402.893,1.072
5.225,1.079,1.705,3.785,178.848,3.937,2.852,681.065,27.291,5502.759,0.268
1.553,1.808,2.573,1.548,15.02,5.549,3.408,124.959,16.253,412.687,1.34
3.135,2.17,1.561,2.239,229.231,3.5,2.852,789.125,27.275,3609.705,0.0
1.308,1.578,2.267,1.683,120.411,4.265,4.083,354.146,21.524,5205.746,2.413
3.042,2.653,2.326,4.396,367.336,4.799,5.31,479.798,23.509,5032.846,1.609
1.772,1.899,3.299,2.058,354.903,2.245,2.731,377.888,22.272,4822.522,2.413
1.044,2.765,1.049,2.804,339.254,4.94,2.09,594.664,25.667,3287.805,0.0
3.746,1.78,4.128,2.427,364.396,4.827,3.888,1112.35,31.455,1804.809,1.072
5.406,2.009,3.356,4.581,271.628,2.451,3.519,935.475,28.57,1513.238,0.0
1.092,1.533,4.576,4.223,270.673,5.34,4.911,866.318,28.738,2838.924,0.0
2.059,1.682,4.675,3.363,362.731,2.608,4.031,1069.556,31.205,4274.366,1.072
4.218,2.568,3.756,3.583,279.402,1.151,5.019,1077.463,32.393,6740.859,2.413
4.84,2.744,2.807,4.997,104.17,2.499,3.086,438.011,22.16,517.971,0.0
2.029,3.133,3.904,4.926,323.94,2.209,4.195,1480.669,32.298,8928.55,0.0
3.604,1.857,3.844,3.807,153.442,4.619,2.452,397.524,21.54,719.09,2.145
3.716,1.639,1.656,1.647,288.648,1.04,3.434,887.265,29.778,8252.788,1.34
4.384,1.978,3.89,2.611,59.142,1.423,4.881,241.43,19.303,1662.399,0.0
3.075,2.866,3.891,3.185,345.172,1.845,2.246,1035.12,31.428,15368.347,2.145
5.032,2.386,1.988,4.449,268.423,5.72,3.92,806.027,27.191,1939.583,2.145
2.949,2.631,4.685,1.148,248.588,5.797,3.593,425.956,24.097,1643.485,2.145
5.177,3.188,1.321,2.013,372.571,3.583,2.48,999.224,30.2,3247.326,0.268
5.555,3.18,3.604,3.115,103.051,4.803,4.409,290.404,20.402,371.226,1.609
5.534,3.907,2.089,3.602,78.278,2.59,3.107,349.661,22.353,2859.014,1.34
4.551,3.242,1.407,2.593,27.837,2.796,5.951,234.03,19.932,3178.03,0.268
1.338,2.341,1.807,3.783,62.647,4.862,3.768,214.924,18.398,1343.427,2.949
5.383,2.227,3.138,1.204,31.908,2.673,3.981,99.295,15.182,274.35,1.34
4.984,3.241,1.509,4.194,203.804,3.249,2.942,594.538,25.993,2073.111,0.0
2.481,2.007,4.052,2.545,68.637,4.685,4.954,263.559,20.599,936.893,0.268
2.46,2.876,3.966,1.32,146.305,5.08,4.272,881.938,28.669,767.649,0.0
5.555,1.142,1.604,3.397,45.276,3.875,4.475,117.139,15.162,259.731,0.268
1.062,1.749,4.42,2.73,62.371,1.258,3.868,186.158,18.081,2809.429,2.145
2.609,2.573,1.747,1.164,86.109,4.55,3.992,304.662,21.892,4449.189,1.072
1.585,3.523,4.618,3.452,304.942,1.399,3.691,943.405,30.511,6226.216,0.536
2.24,1.358,1.19,3.312,136.67,5.543,2.499,535.181,25.035,5785.408,0.0
3.335,3.64,4.62,1.951,383.396,5.506,5.081,2001.475,40.179,12837.703,0.268
4.101,3.643,4.514,4.595,136.322,1.676,2.38,948.54,30.523,7911.686,1.072
4.974,3.313,2.129,3.968,122.457,2.245,3.965,388.749,22.779,2689.072,0.0
1.993,3.154,2.387,4.542,158.451,3.872,5.234,629.095,25.144,1224.411,0.0
4.236,1.676,1.163,2.673,351.394,5.931,3.461,991.787,31.1,5191.254,1.072
2.316,2.205,2.515,2.425,357.176,4.451,3.84,997.438,29.924,4234.162,0.268
4.638,3.299,3.87,3.701,135.673,2.916,2.333,486.198,23.417,899.451,0.536
2.646,3.871,2.913,4.936,271.702,1.43,2.613,2511.569,39.963,38191.195,0.268
5.575,1.83,2.524,1.055,254.901,4.05,3.617,555.752,26.281,4335.693,2.681
1.49,1.603,2.933,1.311,248.371,2.393,2.838,1207.271,31.396,5826.256,2.145
2.257,3.282,2.387,2.746,81.271,2.199,2.768,310.683,21.793,2611.599,0.0
2.313,1.023,3.732,3.507,181.082,2.951,5.201,914.831,28.897,1723.622,0.536
2.757,3.066,4.05,1.025,52.841,1.88,2.909,217.7,19.407,1839.432,1.34
2.352,1.035,2.475,4.382,282.487,4.842,5.481,935.976,28.518,4547.793,0.0
3.063,2.504,2.969,4.96,289.363,2.44,3.749,699.714,26.569,9041.437,0.804
2.74,3.601,2.354,2.662,143.451,1.802,5.604,419.04,22.634,1202.193,1.072
3.285,2.179,1.917,4.852,218.718,3.214,4.096,785.277,27.121,6945.86,0.0
5.181,1.005,3.238,3.721,377.664,1.898,4.389,731.531,27.043,5332.623,1.072
3.631,1.45,3.209,3.104,98.365,3.826,5.711,349.179,22.014,3835.299,0.0
1.472,3.375,1.861,4.736,140.073,5.829,4.311,341.101,21.562,1194.988,0.536
5.378,2.549,4.481,1.101,127.421,1.483,5.472,547.309,25.212,684.551,0.0
1.688,3.823,4.202,4.102,171.981,1.396,4.337,352.646,22.167,2988.964,2.145
4.229,1.53,4.296,2.018,330.733,1.27,3.169,725.513,28.298,5569.109,3.217
5.973,2.308,3.707,3.722,290.747,3.747,3.713,966.675,30.312,3237.225,0.536
1.093,1.842,2.038,1.116,82.347,5.02,5.109,244.593,19.764,2236.243,2.145
1.814,3.147,2.793,3.369,372.846,2.409,2.557,1174.202,30.823,19278.629,0.0
4.99,1.092,2.526,4.518,294.106,3.32,4.757,552.164,24.649,4222.816,1.072
2.33,1.829,3.575,1.793,134.168,2.848,3.98,440.149,23.837,7208.406,3.217
5.143,2.838,4.036,2.648,336.107,2.486,2.615,2513.435,41.295,12141.066,1.072
2.283,1.541,4.186,4.833,230.591,3.208,4.5,816.357,28.373,6722.568,2.681
5.028,1.224,1.687,3.649,207.472,1.395,3.669,374.79,22.211,2837.301,1.072
1.49,3.228,2.44,2.522,82.242,1.711,4.428,352.637,22.246,3024.04,0.0
5.722,3.192,2.301,2.834,93.801,2.733,2.821,287.566,20.275,501.63,0.0
1.289,2.667,3.271,4.761,173.277,1.664,4.835,344.826,21.73,8108.448,2.145
5.474,2.323,1.24,1.868,289.187,4.195,2.576,1817.324,38.248,18457.617,1.609
1.17,3.143,1.749,3.331,218.154,1.174,2.864,642.46,24.833,6433.867,0.0
4.863,1.579,2.789,1.678,304.333,2.712,4.283,575.481,25.275,1062.308,0.536
2.005,1.193,2.166,3.443,323.823,3.676,2.477,355.094,22.123,11814.27,2.145
3.617,3.516,1.612,3.255,213.084,3.319,5.621,511.402,24.586,10550.191,1.072
5.727,3.075,4.902,2.215,206.81,1.592,4.604,552.007,25.829,627.267,0.536
3.17,3.075,1.809,4.07,300.446,2.319,5.478,537.893,25.878,8911.41,1.877
5.581,1.922,1.086,4.715,233.814,3.879,4.035,676.125,26.447,3864.131,1.072
1.8,3.473,4.298,3.334,389.938,3.298,3.689,1385.629,34.384,15030.277,0.268
2.035,1.011,2.905,2.622,201.003,2.069,2.941,572.973,25.413,9896.515,0.268
3.235,3.674,4.718,1.464,310.762,3.15,4.147,1671.25,36.545,8976.755,2.145
3.506,1.759,1.083,4.945,99.585,1.811,2.2,179.197,17.544,3293.935,1.072
3.23,1.692,3.171,1.493,132.084,1.64,4.445,545.411,24.846,3369.394,1.072
1.227,1.855,2.015,2.296,194.274,4.85,4.719,777.322,28.234,6198.992,0.804
4.444,1.78,1.447,2.382,351.424,4.524,5.126,396.812,23.421,2987.328,2.145
4.998,1.263,2.658,1.382,197.995,3.829,2.703,481.406,24.7,2682.989,1.34
2.825,3.994,4.773,4.405,33.599,5.314,4.916,185.025,17.856,177.937,1.072
1.459,1.246,4.955,2.438,99.726,3.135,5.133,389.038,22.764,2815.485,2.413
4.861,2.47,1.272,2.171,137.576,1.564,2.481,274.044,20.355,1712.157,1.072
4.685,2.334,2.736,4.003,332.657,1.924,3.089,1185.692,31.462,13222.268,1.072
2.983,2.676,4.785,2.773,196.958,4.465,3.945,1032.854,30.073,2658.326,0.536
1.625,1.709,2.771,3.779,356.258,3.48,4.414,1060.278,31.49,17709.881,1.072
1.784,3.328,3.22,2.458,162.861,3.41,3.468,932.478,30.663,16906.343,1.609
4.668,3.122,1.378,3.2,118.799,5.85,4.986,656.345,26.06,3392.055,1.609
5.27,1.629,2.664,4.394,35.823,2.336,5.563,100.876,14.799,310.257,1.072
5.335,1.429,3.265,2.572,105.767,3.096,3.213,187.385,17.549,474.651,1.072
5.474,3.303,3.015,3.638,238.372,1.928,4.745,570.837,25.42,2200.932,0.536
4.025,1.558,4.563,4.238,72.378,1.954,2.465,68.495,12.891,138.214,2.145
5.246,2.514,3.132,2.481,361.157,3.394,2.909,1208.619,32.458,2652.709,0.268
5.031,2.182,4.091,4.948,217.395,1.223,4.31,907.117,28.372,2058.748,2.145
4.473,3.476,1.204,1.179,164.546,4.896,3.341,524.427,24.253,2948.911,1.877
3.611,1.453,3.73,1.484,380.499,4.346,5.348,1611.456,34.297,2785.961,0.804
2.828,3.509,4.118,4.919,334.55,3.773,4.036,697.524,26.402,3078.458,1.072
1.487,1.748,4.151,1.414,118.869,2.879,5.519,673.122,28.446,9794.9,2.413
1.216,3.752,4.552,1.299,14.348,3.202,4.412,146.775,17.173,271.645,0.0
5.696,3.923,1.387,1.508,115.311,4.117,4.824,277.924,20.575,2401.511,1.072
3.231,3.36,1.63,1.502,103.116,3.081,3.841,231.079,19.58,1684.32,0.536
1.958,3.21,1.534,2.776,386.344,3.861,2.774,1580.153,34.785,8287.388,0.536
1.508,2.011,4.112,2.798,224.693,3.382,3.734,758.074,27.243,3432.05,0.0
5.935,2.385,2.212,1.525,81.708,3.397,4.748,224.232,19.99,874.817,0.268
5.416,3.155,4.746,2.377,334.615,5.767,2.928,1738.225,35.85,2609.561,0.0
1.64,1.475,2.46,1.8,190.177,2.678,4.726,405.137,24.166,25023.914,1.609
4.344,3.05,4.745,3.34,65.512,4.159,2.66,215.438,19.034,584.099,0.0
4.035,2.789,4.318,1.521,376.067,4.469,5.673,1817.417,36.091,6189.638,1.877
3.796,1.434,1.776,1.132,214.338,1.79,5.718,637.641,26.959,5207.048,1.072
3.584,3.378,3.309,3.561,369.3,1.383,2.996,1207.26,31.452,8722.617,0.536
5.343,1.2,4.673,2.333,235.704,5.876,3.699,1679.117,35.725,1167.639,0.804
4.305,1.961,1.249,2.042,164.073,1.641,5.0,231.845,19.261,3489.61,2.413
3.791,2.26,4.59,1.614,140.367,2.709,4.153,552.754,25.072,808.95,0.268
4.796,1.186,4.101,2.579,199.986,1.197,4.346,543.244,25.523,7207.28,1.34
3.44,1.091,1.146,1.509,23.775,2.852,2.457,37.21,10.967,322.724,0.268
1.963,1.336,2.523,2.303,297.137,2.058,2.147,1150.549,32.93,17163.715,0.0
1.128,2.399,4.832,3.238,111.356,4.49,3.994,813.923,27.811,2064.506,2.145
3.294,3.395,4.672,1.887,102.407,1.407,5.18,877.393,30.668,10292.729,2.145
5.755,2.526,3.329,2.663,71.947,5.33,5.633,297.82,20.872,315.455,0.536
2.969,1.141,1.966,4.266,290.078,5.474,5.011,1281.718,31.261,6595.933,0.536
2.604,1.027,2.361,1.699,134.901,5.537,5.258,196.944,18.858,1098.845,2.145
1.482,3.394,4.372,2.373,354.924,1.072,3.344,1119.921,32.611,29787.733,1.877
4.175,2.588,3.32,4.518,134.429,1.228,5.354,267.492,19.88,2211.655,1.609
1.326,2.457,1.389,4.339,27.356,4.59,5.795,137.575,15.887,434.089,0.0
1.034,2.264,4.301,2.203,183.825,2.249,5.825,1218.992,33.024,17324.021,1.609
2.7,1.201,2.249,3.379,387.806,3.551,3.126,1087.51,30.682,20194.818,2.145
2.522,1.733,2.484,2.097,104.181,4.761,2.978,204.403,18.727,1421.002,0.268
1.832,2.5,3.886,2.415,368.514,3.092,2.648,1747.657,37.051,17682.376,0.804
2.781,1.865,3.824,1.577,360.672,5.668,2.328,733.887,27.726,3445.237,0.268
1.431,3.173,3.373,2.094,60.039,3.192,4.211,196.788,18.016,911.835,1.072
1.733,3.293,3.135,1.736,194.769,5.076,4.439,1632.336,35.647,4644.071,0.0
4.284,1.426,3.866,2.913,295.101,3.84,2.242,496.364,24.485,1878.735,2.145
3.039,1.867,4.809,4.071,179.272,1.062,5.689,640.264,25.991,3489.282,3.753
2.816,2.53,3.253,2.099,294.932,1.172,5.765,856.767,28.046,6555.078,1.609
1.157,2.774,4.844,2.613,383.416,1.068,3.108,802.363,29.323,14584.709,2.145
1.015,3.925,3.529,3.47,227.051,2.17,3.089,466.974,24.213,2357.586,0.0
2.399,2.776,2.558,2.302,329.889,5.572,3.864,952.657,30.456,3587.391,0.536
1.944,1.993,3.25,3.73,124.956,5.96,2.274,264.7,20.203,1462.814,1.072
1.834,3.614,4.928,4.601,65.179,4.841,2.839,416.028,22.871,2503.009,1.877
2.631,3.618,1.742,2.063,361.249,1.525,5.486,1196.973,32.052,15487.213,1.072
5.88,3.481,2.891,3.5,213.519,2.921,4.668,587.168,24.874,4210.802,1.072
4.063,1.21,1.591,1.879,98.075,2.955,4.919,310.436,21.995,2220.801,1.072
1.873,2.236,3.948,3.884,76.785,3.464,3.299,462.103,23.551,1540.721,0.0
5.594,3.598,1.902,3.889,284.146,1.239,5.804,1242.275,32.631,7086.424,0.0
5.675,3.9,4.709,2.554,95.786,5.082,5.659,483.746,25.017,1058.549,2.413
2.728,2.048,3.323,1.506,306.085,1.666,5.767,1600.681,35.297,10130.026,1.072
